Customer ID,Customer Status,Date Order was placed,Delivery Date,Order ID,Product ID,Quantity Ordered,Total Retail Price for This Order,Cost Price Per Unit
11748,Gold,04-Feb-17,04-Feb-17,123086837,2.401E+11,1,35.2,14.8
13875,Silver,04-Feb-17,06-Feb-17,123091067,2.301E+11,2,226.2,58.9
13986,SILVER,04-Feb-17,08-Feb-17,123086868,2.404E+11,2,355.2,50.4
15137,Gold,04-Feb-17,04-Feb-17,123089181,2.401E+11,1,16.3,7.8
16992,Silver,04-Feb-17,04-Feb-17,123086924,2.401E+11,1,11.4,5.3
18010,Silver,04-Feb-17,06-Feb-17,123086353,2.201E+11,2,76,15.2
18189,Silver,04-Feb-17,07-Feb-17,123091169,2.407E+11,1,25.7,9.85
19190,Silver,04-Feb-17,05-Feb-17,123086944,2.30101E+11,1,494.4,241
19449,Gold,04-Feb-17,04-Feb-17,123089573,2.201E+11,2,34.8,8.2
22816,Silver,04-Feb-17,04-Feb-17,123091301,2.201E+11,1,75.2,37.55
27293,SILVER,04-Feb-17,04-Feb-17,123087942,2.201E+11,1,41.1,20.65
27505,Gold,04-Feb-17,04-Feb-17,123087040,2.201E+11,1,110.3,55.25
28148,GOLD,04-Feb-17,04-Feb-17,123090230,2.407E+11,1,18.3,8.1
30513,Silver,04-Feb-17,04-Feb-17,123091460,2.301E+11,2,313.8,66.75
30720,Gold,04-Feb-17,04-Feb-17,123089233,2.301E+11,2,283.4,61
31338,Silver,04-Feb-17,04-Feb-17,123089246,2.401E+11,1,18,8.25
32098,SILVER,04-Feb-17,04-Feb-17,123089263,2.202E+11,1,119.4,59.8
33316,Gold,04-Feb-17,04-Feb-17,123087068,2.401E+11,1,35.5,15.2
33848,Silver,04-Feb-17,09-Feb-17,123086450,2.401E+11,2,365.2,86.9
36206,Gold,04-Feb-17,04-Feb-17,123089275,2.401E+11,1,9.2,4.3
37547,Silver,04-Feb-17,04-Feb-17,123088693,2.202E+11,1,94.3,47.25
37801,Gold,04-Feb-17,10-Feb-17,123090589,2.30101E+11,1,131.2,64.25
37916,Gold,04-Feb-17,09-Feb-17,123089284,2.201E+11,2,34.8,8.2
37921,SILVER,04-Feb-17,09-Feb-17,123090147,2.202E+11,1,110.8,55.5
41538,Silver,04-Feb-17,10-Feb-17,123091676,2.405E+11,1,9.5,4.55
42520,Gold,04-Feb-17,13-Feb-17,123088063,2.406E+11,1,34.8,14.55
44551,Gold,04-Feb-17,04-Feb-17,123091787,2.20101E+11,1,102.9,46.95
45721,Silver,04-Feb-17,04-Feb-17,123087187,2.401E+11,1,35.2,14.8
46238,Silver,04-Feb-17,05-Feb-17,123089327,2.201E+11,2,202.6,50.75
46324,Gold,04-Feb-17,09-Feb-17,123088729,2.20101E+11,1,33.7,15.7
48500,Silver,04-Feb-17,04-Feb-17,123091878,2.10201E+11,1,16.9,7.4
52191,Gold,04-Feb-17,04-Feb-17,123091938,2.401E+11,1,83.9,35
52505,Silver,04-Feb-17,04-Feb-17,123089366,2.401E+11,1,32.4,13.65
52686,Silver,04-Feb-17,05-Feb-17,123091977,2.407E+11,1,14.6,6.2
52731,SILVER,04-Feb-17,10-Feb-17,123089373,2.201E+11,2,51.2,12.1
53230,Silver,04-Feb-17,04-Feb-17,123091987,2.20101E+11,1,16.9,5.7
53604,Silver,04-Feb-17,04-Feb-17,123092008,2.30101E+11,1,252,103.95
54537,Silver,04-Feb-17,07-Feb-17,123092079,2.408E+11,2,63.4,14
54945,SILVER,04-Feb-17,04-Feb-17,123089401,2.202E+11,1,54.4,27.3
54947,Silver,04-Feb-17,05-Feb-17,123087383,2.301E+11,1,13,5.55
55601,SILVER,04-Feb-17,04-Feb-17,123086491,2.404E+11,2,63.8,12.85
55920,Silver,04-Feb-17,04-Feb-17,123088176,2.202E+11,1,35.4,17.8
55980,Gold,04-Feb-17,04-Feb-17,123092144,2.10201E+11,1,29.6,13.2
56478,Silver,04-Feb-17,06-Feb-17,123087414,2.404E+11,1,34.2,13.75
56618,Gold,04-Feb-17,05-Feb-17,123087424,2.30101E+11,1,237.6,97.9
57190,Silver,04-Feb-17,04-Feb-17,123087436,2.202E+11,1,89.8,45
58699,SILVER,04-Feb-17,04-Feb-17,123092262,2.20101E+11,1,35.8,17.85
58868,Silver,04-Feb-17,04-Feb-17,123092268,2.404E+11,1,63,26.15
59912,Silver,04-Feb-17,04-Feb-17,123088198,2.20101E+11,1,61.3,27.9
61208,Silver,04-Feb-17,04-Feb-17,123087491,2.402E+11,1,93.8,9.4
61385,Silver,04-Feb-17,04-Feb-17,123088809,2.301E+11,2,269.6,55.1
61734,Gold,04-Feb-17,04-Feb-17,123087501,2.404E+11,1,19.1,7.7
62756,SILVER,04-Feb-17,09-Feb-17,123092371,2.401E+11,1,22.9,9.25
62859,Gold,04-Feb-17,07-Feb-17,123092380,2.407E+11,1,38.1,19.75
65488,Gold,04-Feb-17,04-Feb-17,123087568,2.202E+11,1,61.6,28.05
65529,Gold,04-Feb-17,06-Feb-17,123088814,2.401E+11,1,213.3,104.1
71343,Gold,04-Feb-17,04-Feb-17,123088854,2.30101E+11,1,129.8,63.2
72383,Gold,04-Feb-17,04-Feb-17,123090411,2.406E+11,1,5.7,2.3
73724,Silver,04-Feb-17,04-Feb-17,123089787,2.20101E+11,1,65.8,30
73805,Gold,04-Feb-17,04-Feb-17,123089790,2.20101E+11,1,76.6,36.5
73821,Silver,04-Feb-17,04-Feb-17,123089794,2.20101E+11,1,34,15.5
74096,Silver,04-Feb-17,04-Feb-17,123090450,2.301E+11,2,226.2,58.9
75321,Silver,04-Feb-17,07-Feb-17,123087652,2.408E+11,5,847.5,67.8
75730,Platinum,04-Feb-17,08-Feb-17,123088236,2.202E+11,1,112.6,51.3
75994,Gold,04-Feb-17,04-Feb-17,123088240,2.406E+11,1,18.6,7.5
79454,GOLD,04-Feb-17,04-Feb-17,123088933,2.20101E+11,1,65.8,30
80292,Gold,04-Feb-17,06-Feb-17,123088940,2.10201E+11,1,24.9,10.05
80999,GOLD,04-Feb-17,04-Feb-17,123088308,2.202E+11,1,52,23.75
83212,Gold,04-Feb-17,04-Feb-17,123089954,2.202E+11,1,100.4,50.3
83930,Gold,04-Feb-17,04-Feb-17,123089963,2.407E+11,1,13.2,5.95
84393,SILVER,04-Feb-17,04-Feb-17,123089981,2.20101E+11,1,68.6,24.75
88240,Silver,04-Feb-17,05-Feb-17,123087729,2.405E+11,1,59.4,24.75
90301,GOLD,04-Feb-17,05-Feb-17,123090089,2.403E+11,1,23.9,10.15
93697,Silver,04-Feb-17,04-Feb-17,123090134,2.301E+11,1,250.1,113.65
93978,Silver,04-Feb-17,04-Feb-17,123090140,2.202E+11,1,57.3,33.9
1750,Silver,05-Feb-17,05-Feb-17,123092973,2.301E+11,4,232.8,23.35
1863,Gold,05-Feb-17,05-Feb-17,123096414,2.201E+11,1,39.1,19.65
2449,Gold,05-Feb-17,05-Feb-17,123092982,2.30101E+11,1,115.6,48.15
3060,Silver,05-Feb-17,05-Feb-17,123096443,2.20101E+11,1,88,38.25
3405,Gold,05-Feb-17,05-Feb-17,123095213,2.405E+11,1,83.4,33.45
4177,Silver,05-Feb-17,14-Feb-17,123095222,2.20101E+11,1,16.5,7.45
4213,Silver,05-Feb-17,05-Feb-17,123096475,2.201E+11,1,52.1,24.8
6786,Silver,05-Feb-17,05-Feb-17,123095239,2.301E+11,2,369.8,78.15
6858,Silver,05-Feb-17,05-Feb-17,123096634,2.407E+11,1,19.1,10.15
7865,Silver,05-Feb-17,05-Feb-17,123093829,2.402E+11,2,334.8,83.8
9306,Gold,05-Feb-17,05-Feb-17,123095257,2.30101E+11,1,150.1,64.1
10192,GOLD,05-Feb-17,05-Feb-17,123096685,2.20101E+11,1,17.9,7.85
10417,GOLD,05-Feb-17,05-Feb-17,123096700,2.20101E+11,1,22.3,7.75
10892,Gold,05-Feb-17,05-Feb-17,123093045,2.30101E+11,1,91.1,37.95
11689,Gold,05-Feb-17,05-Feb-17,123096720,2.201E+11,2,51.2,12.1
12699,GOLD,05-Feb-17,05-Feb-17,123096765,2.404E+11,1,49.4,19.8
13227,Silver,05-Feb-17,05-Feb-17,123094536,2.404E+11,1,34.2,13.75
13249,Gold,05-Feb-17,10-Feb-17,123095296,2.20101E+11,2,476.2,113.4
13458,Gold,05-Feb-17,05-Feb-17,123095569,2.20101E+11,1,94.8,42.6
13678,Silver,05-Feb-17,05-Feb-17,123096787,2.30101E+11,1,126.1,58.6
16942,GOLD,05-Feb-17,05-Feb-17,123096028,2.202E+11,1,56.3,25.05
16993,Silver,05-Feb-17,10-Feb-17,123093100,2.30101E+11,1,220,135
17745,Silver,05-Feb-17,05-Feb-17,123096835,2.102E+11,1,66.6,33.4
22287,Gold,05-Feb-17,05-Feb-17,123093864,2.10201E+11,1,31.3,13.4
22525,Silver,05-Feb-17,07-Feb-17,123096932,2.30101E+11,1,131.2,64.25
24171,Gold,05-Feb-17,05-Feb-17,123097013,2.30101E+11,1,96.7,48.45
25210,Gold,05-Feb-17,05-Feb-17,123094586,2.202E+11,2,70.8,17.8
25618,Silver,05-Feb-17,05-Feb-17,123093190,2.408E+11,2,133.4,30.25
26063,Silver,05-Feb-17,12-Feb-17,123097049,2.20101E+11,1,81.8,40.85
26115,Silver,05-Feb-17,05-Feb-17,123093238,2.404E+11,1,186.3,88.8
26260,Silver,05-Feb-17,05-Feb-17,123094593,2.406E+11,1,66.1,30.5
26263,Silver,05-Feb-17,05-Feb-17,123093677,2.30101E+11,1,84.2,42.2
26537,Gold,05-Feb-17,07-Feb-17,123092526,2.20101E+11,2,116.2,25.9
27425,Gold,05-Feb-17,05-Feb-17,123095343,2.402E+11,1,124.2,12.4
28166,GOLD,05-Feb-17,05-Feb-17,123097097,2.30101E+11,1,1.7,0.8
28895,Silver,05-Feb-17,05-Feb-17,123095355,2.401E+11,1,55,22.95
29396,GOLD,05-Feb-17,05-Feb-17,123096037,2.301E+11,1,12.9,5.45
33467,Silver,05-Feb-17,05-Feb-17,123093278,2.202E+11,1,117,53.3
34239,SILVER,05-Feb-17,11-Feb-17,123095625,2.403E+11,1,16.4,7.95
37531,Silver,05-Feb-17,05-Feb-17,123097424,2.202E+11,1,61,28.75
37771,Gold,05-Feb-17,11-Feb-17,123097430,2.401E+11,1,86,41
42001,Silver,05-Feb-17,05-Feb-17,123092601,2.30101E+11,2,156.4,39.2
42819,GOLD,05-Feb-17,05-Feb-17,123093950,2.10201E+11,1,21.2,8.3
43449,Silver,05-Feb-17,11-Feb-17,123097567,2.401E+11,1,153.8,77
44239,Gold,05-Feb-17,07-Feb-17,123093967,2.406E+11,1,57.8,25.5
44313,GOLD,05-Feb-17,05-Feb-17,123094779,2.401E+11,1,253.1,125.1
45717,SILVER,05-Feb-17,05-Feb-17,123095450,2.401E+11,1,15.9,6.3
46563,Silver,05-Feb-17,05-Feb-17,123095467,2.202E+11,1,157.8,79
48134,Gold,05-Feb-17,05-Feb-17,123097767,2.201E+11,1,17.8,9
50776,SILVER,05-Feb-17,05-Feb-17,123095479,2.301E+11,1,250.1,113.65
52764,Gold,05-Feb-17,05-Feb-17,123093504,2.405E+11,1,55.5,23.1
53319,Gold,05-Feb-17,05-Feb-17,123092660,2.30101E+11,2,156.4,39.2
54193,Silver,05-Feb-17,05-Feb-17,123093511,2.20101E+11,1,36.7,16.75
54948,Silver,05-Feb-17,12-Feb-17,123094015,2.406E+11,1,47.9,20
56561,Silver,05-Feb-17,05-Feb-17,123097935,2.406E+11,1,28.3,8.55
56614,Gold,05-Feb-17,05-Feb-17,123095499,2.102E+11,1,23,10.3
57020,Silver,05-Feb-17,09-Feb-17,123093544,2.30101E+11,1,126.1,58.6
58019,Gold,05-Feb-17,05-Feb-17,123094803,2.201E+11,1,23.7,11.95
58734,Silver,05-Feb-17,07-Feb-17,123097955,2.408E+11,2,451,112.85
58846,Silver,05-Feb-17,09-Feb-17,123097956,2.407E+11,1,5.1,2.2
59061,Silver,05-Feb-17,05-Feb-17,123095533,2.405E+11,1,37,17.6
63801,Silver,05-Feb-17,07-Feb-17,123096126,2.30101E+11,1,126.1,58.6
65356,Silver,05-Feb-17,05-Feb-17,123098175,2.201E+11,1,49.5,24.85
65424,Gold,05-Feb-17,05-Feb-17,123092699,2.30101E+11,2,504,103.95
71283,Gold,05-Feb-17,05-Feb-17,123095751,2.30101E+11,1,73.4,36.8
71340,Gold,05-Feb-17,05-Feb-17,123094874,2.402E+11,1,93.4,48.15
73095,Gold,05-Feb-17,05-Feb-17,123095780,2.20101E+11,1,146.7,66.7
73385,Platinum,05-Feb-17,05-Feb-17,123094932,2.10201E+11,1,39.6,18.05
74246,Silver,05-Feb-17,05-Feb-17,123095804,2.20101E+11,1,25.7,11.15
74270,Silver,05-Feb-17,11-Feb-17,123094128,2.407E+11,1,63.6,33.15
74640,Silver,05-Feb-17,05-Feb-17,123094950,2.401E+11,1,62.5,32.75
77818,Silver,05-Feb-17,05-Feb-17,123094198,2.202E+11,1,103.8,47.25
78213,Gold,05-Feb-17,05-Feb-17,123095004,2.301E+11,1,68.5,34.35
79128,Silver,05-Feb-17,09-Feb-17,123096212,2.202E+11,1,137.3,62.5
80058,Silver,05-Feb-17,05-Feb-17,123095029,2.10201E+11,1,52.5,22.25
83212,Silver,05-Feb-17,05-Feb-17,123095869,2.20101E+11,1,47,21.45
83854,Silver,05-Feb-17,05-Feb-17,123095087,2.301E+11,2,91,20.8
83964,Gold,05-Feb-17,07-Feb-17,123092853,2.201E+11,2,155.8,39.05
84564,Silver,05-Feb-17,06-Feb-17,123094372,2.402E+11,1,96.3,38.55
85306,Gold,05-Feb-17,05-Feb-17,123096250,2.401E+11,1,100.9,50.4
85613,Silver,05-Feb-17,05-Feb-17,123095098,2.20101E+11,1,51.7,21.9
87889,Silver,05-Feb-17,05-Feb-17,123095123,2.30101E+11,1,96.7,48.45
90294,Silver,05-Feb-17,05-Feb-17,123094468,2.202E+11,1,87.3,40.7
92382,Gold,05-Feb-17,07-Feb-17,123092933,2.102E+11,3,123,17.85
93337,Gold,05-Feb-17,05-Feb-17,123096000,2.10201E+11,1,19.8,8.45
2031,Silver,06-Feb-17,10-Feb-17,123001170,2.405E+11,1,71.2,30.85
3711,Silver,06-Feb-17,11-Feb-17,123002542,2.408E+11,2,78.8,16.35
4862,Silver,06-Feb-17,06-Feb-17,123001204,2.301E+11,2,350.6,74.95
6202,Silver,06-Feb-17,06-Feb-17,123098853,2.201E+11,1,62.3,31.25
7972,Gold,06-Feb-17,06-Feb-17,123099968,2.202E+11,1,66.4,30.25
8272,Silver,06-Feb-17,06-Feb-17,123001220,2.401E+11,1,154.6,116.6
8486,Gold,06-Feb-17,06-Feb-17,123002732,2.407E+11,1,26.99,10.23
8650,Silver,06-Feb-17,11-Feb-17,123001226,2.201E+11,1,36.1,18.15
9689,Silver,06-Feb-17,06-Feb-17,123002801,2.407E+11,1,6,2.85
10175,Gold,06-Feb-17,06-Feb-17,123000664,2.20101E+11,1,111.5,53.05
10528,Silver,06-Feb-17,06-Feb-17,123000676,2.10201E+11,1,47,21.45
10621,Gold,06-Feb-17,06-Feb-17,123001241,2.301E+11,2,96.6,20.5
11621,Platinum,06-Feb-17,06-Feb-17,123098983,2.202E+11,2,245.2,61.4
11939,SILVER,06-Feb-17,07-Feb-17,123000691,2.401E+11,1,8.9,4.1
12863,Silver,06-Feb-17,06-Feb-17,123000012,2.406E+11,2,104.2,21.55
13807,Silver,06-Feb-17,06-Feb-17,123001250,2.401E+11,1,15.3,6.05
15089,GOLD,06-Feb-17,09-Feb-17,123098991,2.30101E+11,1,118.6,59.4
17891,Gold,06-Feb-17,06-Feb-17,123098264,2.30101E+11,2,154,38.6
23193,Gold,06-Feb-17,09-Feb-17,123003088,2.405E+11,1,47.6,21.15
23489,Gold,06-Feb-17,06-Feb-17,123003140,2.405E+11,1,101.1,48.1
25127,Gold,06-Feb-17,06-Feb-17,123001297,2.202E+11,1,103.5,51.85
25457,GOLD,06-Feb-17,11-Feb-17,123099140,2.30101E+11,1,150.1,64.1
28883,Silver,06-Feb-17,06-Feb-17,123003329,2.20101E+11,2,44.6,10
29326,Gold,06-Feb-17,07-Feb-17,123000739,2.401E+11,1,15.9,6.3
32313,Silver,06-Feb-17,06-Feb-17,123099262,2.301E+11,1,47.8,23.35
32412,Silver,06-Feb-17,06-Feb-17,123001347,2.202E+11,1,70.1,31.95
32678,Silver,06-Feb-17,06-Feb-17,123099271,2.408E+11,2,109.4,24.5
33319,SILVER,06-Feb-17,06-Feb-17,123000768,2.301E+11,2,370.2,77.7
35085,Gold,06-Feb-17,06-Feb-17,123099300,2.202E+11,1,98.1,49.15
35427,Gold,06-Feb-17,10-Feb-17,123001627,2.201E+11,1,91.1,43.9
35482,Gold,06-Feb-17,06-Feb-17,123098349,2.20101E+11,2,77,17.15
35484,SILVER,06-Feb-17,08-Feb-17,123003478,2.408E+11,2,339,67.8
36465,GOLD,06-Feb-17,06-Feb-17,123000136,2.401E+11,1,32.2,13.35
36634,Gold,06-Feb-17,06-Feb-17,123099344,2.30101E+11,1,129.8,63.2
40198,Gold,06-Feb-17,10-Feb-17,123099370,2.30101E+11,1,96.7,48.45
40693,Gold,06-Feb-17,14-Feb-17,123000161,2.401E+11,1,13.8,6.25
42299,Gold,06-Feb-17,06-Feb-17,123099409,2.405E+11,1,10.2,4.9
43048,Silver,06-Feb-17,06-Feb-17,123099414,2.405E+11,1,55.5,23.1
45283,Silver,06-Feb-17,06-Feb-17,123001679,2.401E+11,1,35.5,17.9
46038,Gold,06-Feb-17,11-Feb-17,123001420,2.20101E+11,1,49.8,22.75
46199,Silver,06-Feb-17,07-Feb-17,123003780,2.401E+11,1,231,113.65
47312,Silver,06-Feb-17,06-Feb-17,123001447,2.407E+11,1,30.8,6.75
47524,GOLD,06-Feb-17,06-Feb-17,123099482,2.404E+11,1,160.9,69.6
48038,Silver,06-Feb-17,06-Feb-17,123099526,2.202E+11,1,114.7,57.45
48807,Gold,06-Feb-17,06-Feb-17,123098399,2.405E+11,2,40,9.5
50119,Gold,06-Feb-17,07-Feb-17,123001689,2.202E+11,1,110.7,49.35
51023,Silver,06-Feb-17,06-Feb-17,123000820,2.406E+11,1,28.3,8.55
54351,Silver,06-Feb-17,07-Feb-17,123004009,2.401E+11,2,68.6,14.35
55032,Silver,06-Feb-17,06-Feb-17,123099651,2.406E+11,2,109.4,21.95
55958,Gold,06-Feb-17,06-Feb-17,123099670,2.20101E+11,1,65.8,30
57081,Silver,06-Feb-17,06-Feb-17,123002264,2.406E+11,1,46.8,19.95
62957,Gold,06-Feb-17,06-Feb-17,123002272,2.102E+11,1,56.1,28.15
63737,Silver,06-Feb-17,06-Feb-17,123099780,2.202E+11,1,24.2,11.1
71795,Gold,06-Feb-17,06-Feb-17,123000290,2.20101E+11,1,42.6,19.35
72518,Silver,06-Feb-17,06-Feb-17,123098481,2.402E+11,2,706.2,196.15
73490,Gold,06-Feb-17,06-Feb-17,123001794,2.301E+11,1,68.7,34.45
75915,Silver,06-Feb-17,06-Feb-17,123001826,2.201E+11,1,94.7,47.45
77327,Gold,06-Feb-17,06-Feb-17,123001004,2.202E+11,1,99.5,44.3
77725,Platinum,06-Feb-17,06-Feb-17,123098541,2.20101E+11,2,145.2,33.1
78899,Silver,06-Feb-17,06-Feb-17,123001022,2.401E+11,1,1.8,0.75
79123,Gold,06-Feb-17,06-Feb-17,123002352,2.30101E+11,2,168.4,42.2
79564,Gold,06-Feb-17,06-Feb-17,123001878,2.30101E+11,2,231.2,48.15
80474,Silver,06-Feb-17,06-Feb-17,123000403,2.20101E+11,1,63,28.7
80876,Silver,06-Feb-17,06-Feb-17,123001041,2.202E+11,1,126,57.35
83156,Silver,06-Feb-17,06-Feb-17,123000442,2.202E+11,1,86.2,39.25
83742,GOLD,06-Feb-17,06-Feb-17,123000468,2.405E+11,1,22.7,10.85
85783,SILVER,06-Feb-17,06-Feb-17,123001084,2.10201E+11,1,12.4,5.25
86136,SILVER,06-Feb-17,06-Feb-17,123098627,2.403E+11,1,30.7,14.65
86361,Gold,06-Feb-17,06-Feb-17,123001091,2.10201E+11,1,51.3,23.4
86930,Silver,06-Feb-17,06-Feb-17,123001938,2.301E+11,2,96.6,20.5
89776,SILVER,06-Feb-17,09-Feb-17,123002451,2.30101E+11,1,45.6,21.7
90639,Gold,06-Feb-17,06-Feb-17,123098704,2.404E+11,2,434,90.4
91190,Silver,06-Feb-17,06-Feb-17,123002462,2.404E+11,1,197.4,82.25
91435,Silver,06-Feb-17,11-Feb-17,123001117,2.401E+11,1,69.1,29.8
93602,Silver,06-Feb-17,07-Feb-17,123098746,2.20101E+11,3,130.8,19.5
2520,Silver,07-Feb-17,07-Feb-17,123007729,2.405E+11,1,50.7,21.15
2615,Gold,07-Feb-17,07-Feb-17,123009249,2.202E+11,1,98.8,42.95
3360,Gold,07-Feb-17,07-Feb-17,123009284,2.402E+11,1,21.3,12.05
4347,GOLD,07-Feb-17,07-Feb-17,123009315,2.405E+11,1,44,20.95
4590,SILVER,07-Feb-17,09-Feb-17,123008698,2.30101E+11,1,96.7,48.45
7854,Silver,07-Feb-17,11-Feb-17,123009395,2.401E+11,1,181.5,77.85
9019,Silver,07-Feb-17,12-Feb-17,123009405,2.401E+11,1,266,131.5
10524,SILVER,07-Feb-17,07-Feb-17,123009432,2.201E+11,2,282.4,57.95
12746,Gold,07-Feb-17,07-Feb-17,123006368,2.202E+11,1,54.4,27.3
13942,Silver,07-Feb-17,11-Feb-17,123005129,2.404E+11,1,160.9,69.6
15917,Gold,07-Feb-17,07-Feb-17,123007814,2.201E+11,1,70.8,32.15
18520,Silver,07-Feb-17,10-Feb-17,123005228,2.30101E+11,1,38,16.8
19031,Gold,07-Feb-17,07-Feb-17,123006387,2.202E+11,1,88.8,37.8
19509,SILVER,07-Feb-17,07-Feb-17,123007850,2.201E+11,1,74,36.95
20227,Silver,07-Feb-17,07-Feb-17,123007872,2.405E+11,1,20.9,9.9
21836,Gold,07-Feb-17,07-Feb-17,123006408,2.202E+11,1,60,26.75
22792,Gold,07-Feb-17,12-Feb-17,123006439,2.408E+11,5,851.875,68.15
24863,Gold,07-Feb-17,07-Feb-17,123005333,2.408E+11,2,413.8,82.8
25968,SILVER,07-Feb-17,08-Feb-17,123004474,2.401E+11,2,8.8,1.9
26311,Silver,07-Feb-17,07-Feb-17,123008294,2.301E+11,1,72.7,35.2
27328,SILVER,07-Feb-17,07-Feb-17,123005392,2.408E+11,7,564.9,33.65
29627,Gold,07-Feb-17,09-Feb-17,123007935,2.201E+11,3,67.2,10.6
29901,Silver,07-Feb-17,07-Feb-17,123005440,2.20101E+11,1,23,9.95
30270,SILVER,07-Feb-17,08-Feb-17,123007945,2.401E+11,1,15.9,6.3
30554,Silver,07-Feb-17,14-Feb-17,123009980,2.402E+11,1,5.6,2.85
31954,Silver,07-Feb-17,07-Feb-17,123006075,2.30101E+11,1,103.2,50.4
31960,SILVER,07-Feb-17,07-Feb-17,123010010,2.405E+11,1,48.4,21.5
32188,Gold,07-Feb-17,07-Feb-17,123005496,2.401E+11,1,15.9,6.3
32572,SILVER,07-Feb-17,07-Feb-17,123007952,2.10201E+11,1,32,14
33280,Silver,07-Feb-17,07-Feb-17,123007969,2.401E+11,1,15.3,7.5
34026,Gold,07-Feb-17,07-Feb-17,123010065,2.201E+11,1,23.7,11.95
34824,Silver,07-Feb-17,07-Feb-17,123005569,2.202E+11,1,34.9,17.55
34856,Silver,07-Feb-17,07-Feb-17,123005575,2.201E+11,1,53.3,26.75
35151,Silver,07-Feb-17,07-Feb-17,123007265,2.402E+11,1,184.5,73.85
35927,Silver,07-Feb-17,08-Feb-17,123004572,2.201E+11,1,22.4,10.6
40752,Gold,07-Feb-17,07-Feb-17,123005638,2.201E+11,1,56.3,28.25
41556,SILVER,07-Feb-17,07-Feb-17,123008013,2.202E+11,1,37.5,17.05
41964,Silver,07-Feb-17,07-Feb-17,123010263,2.30101E+11,1,118.6,59.4
42599,Gold,07-Feb-17,07-Feb-17,123008761,2.20101E+11,1,11.8,5
42660,Silver,07-Feb-17,07-Feb-17,123010310,2.30101E+11,1,64.2,32.2
43065,Platinum,07-Feb-17,11-Feb-17,123010337,2.408E+11,2,340.75,68.15
43320,Gold,07-Feb-17,07-Feb-17,123006537,2.406E+11,1,9.5,3.7
43450,Silver,07-Feb-17,10-Feb-17,123004612,2.10201E+11,2,74.2,16.15
44375,Gold,07-Feb-17,07-Feb-17,123007315,2.405E+11,1,51.6,22.9
48913,Gold,07-Feb-17,07-Feb-17,123010481,2.301E+11,1,49.3,19.8
50260,GOLD,07-Feb-17,07-Feb-17,123010510,2.202E+11,1,139.9,70.05
50590,Silver,07-Feb-17,07-Feb-17,123004639,2.20101E+11,2,207.4,47.2
51793,Silver,07-Feb-17,07-Feb-17,123010553,2.202E+11,1,139.9,70.05
51861,GOLD,07-Feb-17,07-Feb-17,123005788,2.301E+11,2,56.2,12.75
52490,Gold,07-Feb-17,13-Feb-17,123005812,2.30101E+11,2,23.8,5.4
52834,Gold,07-Feb-17,15-Feb-17,123010584,2.30101E+11,1,67.5,32.15
54758,Silver,07-Feb-17,07-Feb-17,123007380,2.20101E+11,1,10,4.6
55191,Silver,07-Feb-17,07-Feb-17,123007390,2.301E+11,4,193.2,20.5
55630,Silver,07-Feb-17,07-Feb-17,123010681,2.402E+11,1,121.6,62.9
55810,Silver,07-Feb-17,07-Feb-17,123005863,2.202E+11,1,101,46.05
56649,Silver,07-Feb-17,10-Feb-17,123006612,2.403E+11,1,55.8,22.4
57453,Silver,07-Feb-17,07-Feb-17,123005869,2.403E+11,3,982.8,156.9
58223,Gold,07-Feb-17,07-Feb-17,123008397,2.201E+11,1,98.9,47.7
60073,Silver,07-Feb-17,07-Feb-17,123010828,2.201E+11,2,155,32.25
60613,GOLD,07-Feb-17,09-Feb-17,123008420,2.202E+11,1,125.8,63
60852,Gold,07-Feb-17,07-Feb-17,123010870,2.30101E+11,1,360,199
62389,Silver,07-Feb-17,13-Feb-17,123010917,2.405E+11,2,85.2,17.1
63343,Gold,07-Feb-17,08-Feb-17,123004674,2.20101E+11,2,36.4,8.2
63523,SILVER,07-Feb-17,07-Feb-17,123008809,2.405E+11,1,58.9,26.1
63551,SILVER,07-Feb-17,07-Feb-17,123008166,2.401E+11,1,15.3,6.05
63551,Gold,07-Feb-17,07-Feb-17,123008171,2.402E+11,1,140.3,72
63664,Silver,07-Feb-17,07-Feb-17,123006013,2.408E+11,5,99.375,7.95
64000,Silver,07-Feb-17,07-Feb-17,123010982,2.301E+11,1,38.5,16.5
65199,Gold,07-Feb-17,07-Feb-17,123011004,2.401E+11,1,33.3,14.85
65385,Silver,07-Feb-17,07-Feb-17,123011006,2.30101E+11,1,78.2,39.2
65728,Silver,07-Feb-17,07-Feb-17,123011038,2.401E+11,1,59.9,25.35
72161,Silver,07-Feb-17,07-Feb-17,123007451,2.407E+11,1,71.3,37.15
73421,Platinum,07-Feb-17,07-Feb-17,123007475,2.20101E+11,1,34.9,15.6
74248,GOLD,07-Feb-17,07-Feb-17,123004721,2.20101E+11,2,93.8,20.95
75073,SILVER,07-Feb-17,07-Feb-17,123004753,2.102E+11,2,26.6,6.7
76126,Silver,07-Feb-17,12-Feb-17,123007494,2.401E+11,1,217.5,161.2
77528,SILVER,07-Feb-17,07-Feb-17,123008521,2.30101E+11,1,16.7,7.25
78943,Silver,07-Feb-17,11-Feb-17,123004779,2.401E+11,2,24.2,5.1
79481,Silver,07-Feb-17,07-Feb-17,123008935,2.201E+11,2,319.6,66.55
80855,SILVER,07-Feb-17,07-Feb-17,123008537,2.20101E+11,1,49.9,20
83035,Gold,07-Feb-17,07-Feb-17,123006875,2.401E+11,1,45,19.2
