iso_code,continent,date,total_cases
CUB,North America,2022-08-05,1107985
CUB,North America,2022-08-06,1107985
CUB,North America,2022-08-07,1108706
CUB,North America,2022-08-08,1108706
CUB,North America,2022-08-09,1108706
CUB,North America,2022-08-10,1108706
CUB,North America,2022-08-11,1108706
CUB,North America,2022-08-12,1108706
CUB,North America,2022-08-13,1108706
CUB,North America,2022-08-14,1109360
CUB,North America,2022-08-15,1109360
CUB,North America,2022-08-16,1109360
CUB,North America,2022-08-17,1109360
CUB,North America,2022-08-18,1109360
CUB,North America,2022-08-19,1109360
CUB,North America,2022-08-20,1109360
CUB,North America,2022-08-21,1109911
CUB,North America,2022-08-22,1109911
CUB,North America,2022-08-23,1109911
CUB,North America,2022-08-24,1109911
CUB,North America,2022-08-25,1109911
CUB,North America,2022-08-26,1109911
CUB,North America,2022-08-27,1109911
CUB,North America,2022-08-28,1110337
CUB,North America,2022-08-29,1110337
CUB,North America,2022-08-30,1110337
CUB,North America,2022-08-31,1110337
CUB,North America,2022-09-01,1110337
CUB,North America,2022-09-02,1110337
CUB,North America,2022-09-03,1110337
CUB,North America,2022-09-04,1110668
CUB,North America,2022-09-05,1110668
CUB,North America,2022-09-06,1110668
CUB,North America,2022-09-07,1110668
CUB,North America,2022-09-08,1110668
CUB,North America,2022-09-09,1110668
CUB,North America,2022-09-10,1110668
CUB,North America,2022-09-11,1110858
CUB,North America,2022-09-12,1110858
CUB,North America,2022-09-13,1110858
CUB,North America,2022-09-14,1110858
CUB,North America,2022-09-15,1110858
CUB,North America,2022-09-16,1110858
CUB,North America,2022-09-17,1110858
CUB,North America,2022-09-18,1111011
CUB,North America,2022-09-19,1111011
CUB,North America,2022-09-20,1111011
CUB,North America,2022-09-21,1111011
CUB,North America,2022-09-22,1111011
CUB,North America,2022-09-23,1111011
CUB,North America,2022-09-24,1111011
CUB,North America,2022-09-25,1111128
CUB,North America,2022-09-26,1111128
CUB,North America,2022-09-27,1111128
CUB,North America,2022-09-28,1111128
CUB,North America,2022-09-29,1111128
CUB,North America,2022-09-30,1111128
CUB,North America,2022-10-01,1111128
CUB,North America,2022-10-02,1111194
CUB,North America,2022-10-03,1111194
CUB,North America,2022-10-04,1111194
CUB,North America,2022-10-05,1111194
CUB,North America,2022-10-06,1111194
CUB,North America,2022-10-07,1111194
CUB,North America,2022-10-08,1111194
CUB,North America,2022-10-09,1111233
CUB,North America,2022-10-10,1111233
CUB,North America,2022-10-11,1111233
CUB,North America,2022-10-12,1111233
CUB,North America,2022-10-13,1111233
CUB,North America,2022-10-14,1111233
CUB,North America,2022-10-15,1111233
CUB,North America,2022-10-16,1111251
CUB,North America,2022-10-17,1111251
CUB,North America,2022-10-18,1111251
CUB,North America,2022-10-19,1111251
CUB,North America,2022-10-20,1111251
CUB,North America,2022-10-21,1111251
CUB,North America,2022-10-22,1111251
CUB,North America,2022-10-23,1111266
CUB,North America,2022-10-24,1111266
CUB,North America,2022-10-25,1111266
CUB,North America,2022-10-26,1111266
CUB,North America,2022-10-27,1111266
CUB,North America,2022-10-28,1111266
CUB,North America,2022-10-29,1111266
CUB,North America,2022-10-30,1111281
CUB,North America,2022-10-31,1111281
CUB,North America,2022-11-01,1111281
CUB,North America,2022-11-02,1111281
CUB,North America,2022-11-03,1111281
CUB,North America,2022-11-04,1111281
CUB,North America,2022-11-05,1111281
CUB,North America,2022-11-06,1111291
CUB,North America,2022-11-07,1111291
CUB,North America,2022-11-08,1111291
CUB,North America,2022-11-09,1111291
CUB,North America,2022-11-10,1111291
CUB,North America,2022-11-11,1111291
CUB,North America,2022-11-12,1111291
CUB,North America,2022-11-13,1111317
CUB,North America,2022-11-14,1111317
CUB,North America,2022-11-15,1111317
CUB,North America,2022-11-16,1111317
CUB,North America,2022-11-17,1111317
CUB,North America,2022-11-18,1111317
CUB,North America,2022-11-19,1111317
CUB,North America,2022-11-20,1111337
CUB,North America,2022-11-21,1111337
CUB,North America,2022-11-22,1111337
CUB,North America,2022-11-23,1111337
CUB,North America,2022-11-24,1111337
CUB,North America,2022-11-25,1111337
CUB,North America,2022-11-26,1111337
CUB,North America,2022-11-27,1111368
CUB,North America,2022-11-28,1111368
CUB,North America,2022-11-29,1111368
CUB,North America,2022-11-30,1111368
CUB,North America,2022-12-01,1111368
CUB,North America,2022-12-02,1111368
CUB,North America,2022-12-03,1111368
CUB,North America,2022-12-04,1111421
CUB,North America,2022-12-05,1111421
CUB,North America,2022-12-06,1111421
CUB,North America,2022-12-07,1111421
CUB,North America,2022-12-08,1111421
CUB,North America,2022-12-09,1111421
CUB,North America,2022-12-10,1111421
CUB,North America,2022-12-11,1111530
CUB,North America,2022-12-12,1111530
CUB,North America,2022-12-13,1111530
CUB,North America,2022-12-14,1111530
CUB,North America,2022-12-15,1111530
CUB,North America,2022-12-16,1111530
CUB,North America,2022-12-17,1111530
CUB,North America,2022-12-18,1111647
CUB,North America,2022-12-19,1111647
CUB,North America,2022-12-20,1111647
CUB,North America,2022-12-21,1111647
CUB,North America,2022-12-22,1111647
CUB,North America,2022-12-23,1111647
CUB,North America,2022-12-24,1111647
CUB,North America,2022-12-25,1111827
CUB,North America,2022-12-26,1111827
CUB,North America,2022-12-27,1111827
CUB,North America,2022-12-28,1111827
CUB,North America,2022-12-29,1111827
CUB,North America,2022-12-30,1111827
CUB,North America,2022-12-31,1111827
CUB,North America,2023-01-01,1111993
CUB,North America,2023-01-02,1111993
CUB,North America,2023-01-03,1111993
CUB,North America,2023-01-04,1111993
CUB,North America,2023-01-05,1111993
CUB,North America,2023-01-06,1111993
CUB,North America,2023-01-07,1111993
CUB,North America,2023-01-08,1112134
CUB,North America,2023-01-09,1112134
CUB,North America,2023-01-10,1112134
CUB,North America,2023-01-11,1112134
CUB,North America,2023-01-12,1112134
CUB,North America,2023-01-13,1112134
CUB,North America,2023-01-14,1112134
CUB,North America,2023-01-15,1112263
CUB,North America,2023-01-16,1112263
CUB,North America,2023-01-17,1112263
CUB,North America,2023-01-18,1112263
CUB,North America,2023-01-19,1112263
CUB,North America,2023-01-20,1112263
CUB,North America,2023-01-21,1112263
CUB,North America,2023-01-22,1112341
CUB,North America,2023-01-23,1112341
CUB,North America,2023-01-24,1112341
CUB,North America,2023-01-25,1112341
CUB,North America,2023-01-26,1112341
CUB,North America,2023-01-27,1112341
CUB,North America,2023-01-28,1112341
CUB,North America,2023-01-29,1112394
CUB,North America,2023-01-30,1112394
CUB,North America,2023-01-31,1112394
CUB,North America,2023-02-01,1112394
CUB,North America,2023-02-02,1112394
CUB,North America,2023-02-03,1112394
CUB,North America,2023-02-04,1112394
CUB,North America,2023-02-05,1112473
CUB,North America,2023-02-06,1112473
CUB,North America,2023-02-07,1112473
CUB,North America,2023-02-08,1112473
CUB,North America,2023-02-09,1112473
CUB,North America,2023-02-10,1112473
CUB,North America,2023-02-11,1112473
CUB,North America,2023-02-12,1112513
CUB,North America,2023-02-13,1112513
CUB,North America,2023-02-14,1112513
CUB,North America,2023-02-15,1112513
CUB,North America,2023-02-16,1112513
CUB,North America,2023-02-17,1112513
CUB,North America,2023-02-18,1112513
CUB,North America,2023-02-19,1112543
CUB,North America,2023-02-20,1112543
CUB,North America,2023-02-21,1112543
CUB,North America,2023-02-22,1112543
CUB,North America,2023-02-23,1112543
CUB,North America,2023-02-24,1112543
CUB,North America,2023-02-25,1112543
CUB,North America,2023-02-26,1112578
CUB,North America,2023-02-27,1112578
CUB,North America,2023-02-28,1112578
CUB,North America,2023-03-01,1112578
CUB,North America,2023-03-02,1112578
CUB,North America,2023-03-03,1112578
CUB,North America,2023-03-04,1112578
CUB,North America,2023-03-05,1112622
CUB,North America,2023-03-06,1112622
CUB,North America,2023-03-07,1112622
CUB,North America,2023-03-08,1112622
CUB,North America,2023-03-09,1112622
CUB,North America,2023-03-10,1112622
CUB,North America,2023-03-11,1112622
CUB,North America,2023-03-12,1112637
CUB,North America,2023-03-13,1112637
CUB,North America,2023-03-14,1112637
CUB,North America,2023-03-15,1112637
CUB,North America,2023-03-16,1112637
CUB,North America,2023-03-17,1112637
CUB,North America,2023-03-18,1112637
CUB,North America,2023-03-19,1112697
CUB,North America,2023-03-20,1112697
CUB,North America,2023-03-21,1112697
CUB,North America,2023-03-22,1112697
CUB,North America,2023-03-23,1112697
CUB,North America,2023-03-24,1112697
CUB,North America,2023-03-25,1112697
CUB,North America,2023-03-26,1112778
CUB,North America,2023-03-27,1112778
CUB,North America,2023-03-28,1112778
CUB,North America,2023-03-29,1112778
CUB,North America,2023-03-30,1112778
CUB,North America,2023-03-31,1112778
CUB,North America,2023-04-01,1112778
CUB,North America,2023-04-02,1112825
CUB,North America,2023-04-03,1112825
CUB,North America,2023-04-04,1112825
CUB,North America,2023-04-05,1112825
CUB,North America,2023-04-06,1112825
CUB,North America,2023-04-07,1112825
CUB,North America,2023-04-08,1112825
CUB,North America,2023-04-09,1112853
CUB,North America,2023-04-10,1112853
CUB,North America,2023-04-11,1112853
CUB,North America,2023-04-12,1112853
CUB,North America,2023-04-13,1112853
CUB,North America,2023-04-14,1112853
CUB,North America,2023-04-15,1112853
CUB,North America,2023-04-16,1112990
CUB,North America,2023-04-17,1112990
CUB,North America,2023-04-18,1112990
CUB,North America,2023-04-19,1112990
CUB,North America,2023-04-20,1112990
CUB,North America,2023-04-21,1112990
CUB,North America,2023-04-22,1112990
CUB,North America,2023-04-23,1113088
CUB,North America,2023-04-24,1113088
CUB,North America,2023-04-25,1113088
CUB,North America,2023-04-26,1113088
CUB,North America,2023-04-27,1113088
CUB,North America,2023-04-28,1113088
CUB,North America,2023-04-29,1113088
CUB,North America,2023-04-30,1113088
CUB,North America,2023-05-01,1113088
CUB,North America,2023-05-02,1113088
CUB,North America,2023-05-03,1113088
CUB,North America,2023-05-04,1113088
CUB,North America,2023-05-05,1113088
CUB,North America,2023-05-06,1113088
CUB,North America,2023-05-07,1113400
CUB,North America,2023-05-08,1113400
CUB,North America,2023-05-09,1113400
CUB,North America,2023-05-10,1113400
CUB,North America,2023-05-11,1113400
CUB,North America,2023-05-12,1113400
CUB,North America,2023-05-13,1113400
CUB,North America,2023-05-14,1113594
CUB,North America,2023-05-15,1113594
CUB,North America,2023-05-16,1113594
CUB,North America,2023-05-17,1113594
CUB,North America,2023-05-18,1113594
CUB,North America,2023-05-19,1113594
CUB,North America,2023-05-20,1113594
CUB,North America,2023-05-21,1113594
CUB,North America,2023-05-22,1113594
CUB,North America,2023-05-23,1113594
CUB,North America,2023-05-24,1113594
CUB,North America,2023-05-25,1113594
CUB,North America,2023-05-26,1113594
CUB,North America,2023-05-27,1113594
CUB,North America,2023-05-28,1113594
CUB,North America,2023-05-29,1113594
CUB,North America,2023-05-30,1113594
CUB,North America,2023-05-31,1113594
CUB,North America,2023-06-01,1113594
CUB,North America,2023-06-02,1113594
CUB,North America,2023-06-03,1113594
CUB,North America,2023-06-04,1113594
CUB,North America,2023-06-05,1113594
CUB,North America,2023-06-06,1113594
CUB,North America,2023-06-07,1113594
CUB,North America,2023-06-08,1113594
CUB,North America,2023-06-09,1113594
CUB,North America,2023-06-10,1113594
CUB,North America,2023-06-11,1113594
CUB,North America,2023-06-12,1113594
CUB,North America,2023-06-13,1113594
CUB,North America,2023-06-14,1113594
CUB,North America,2023-06-15,1113594
CUB,North America,2023-06-16,1113594
CUB,North America,2023-06-17,1113594
CUB,North America,2023-06-18,1113594
CUB,North America,2023-06-19,1113594
CUB,North America,2023-06-20,1113594
CUB,North America,2023-06-21,1113594
CUB,North America,2023-06-22,1113594
CUB,North America,2023-06-23,1113594
CUB,North America,2023-06-24,1113594
CUB,North America,2023-06-25,1113594
CUB,North America,2023-06-26,1113594
CUB,North America,2023-06-27,1113594
CUB,North America,2023-06-28,1113594
CUB,North America,2023-06-29,1113594
CUB,North America,2023-06-30,1113594
CUB,North America,2023-07-01,1113594
CUB,North America,2023-07-02,1113594
CUB,North America,2023-07-03,1113594
CUB,North America,2023-07-04,1113594
CUB,North America,2023-07-05,1113594
CUB,North America,2023-07-06,1113594
CUB,North America,2023-07-07,1113594
CUB,North America,2023-07-08,1113594
CUB,North America,2023-07-09,1113594
CUB,North America,2023-07-10,1113594
CUB,North America,2023-07-11,1113594
CUB,North America,2023-07-12,1113594
CUB,North America,2023-07-13,1113594
CUB,North America,2023-07-14,1113594
CUB,North America,2023-07-15,1113594
CUB,North America,2023-07-16,1113594
CUB,North America,2023-07-17,1113594
CUB,North America,2023-07-18,1113594
CUB,North America,2023-07-19,1113594
CUB,North America,2023-07-20,1113594
CUB,North America,2023-07-21,1113594
CUB,North America,2023-07-22,1113594
CUB,North America,2023-07-23,1113594
CUB,North America,2023-07-24,1113594
CUB,North America,2023-07-25,1113594
CUB,North America,2023-07-26,1113594
CUB,North America,2023-07-27,1113594
CUB,North America,2023-07-28,1113594
CUB,North America,2023-07-29,1113594
CUB,North America,2023-07-30,1113594
CUB,North America,2023-07-31,1113594
CUB,North America,2023-08-01,1113594
CUB,North America,2023-08-02,1113594
CUB,North America,2023-08-03,1113594
CUB,North America,2023-08-04,1113594
CUB,North America,2023-08-05,1113594
CUB,North America,2023-08-06,1113594
CUB,North America,2023-08-07,1113594
CUB,North America,2023-08-08,1113594
CUB,North America,2023-08-09,1113594
CUB,North America,2023-08-10,1113594
CUB,North America,2023-08-11,1113594
CUB,North America,2023-08-12,1113594
CUB,North America,2023-08-13,1113594
CUB,North America,2023-08-14,1113594
CUB,North America,2023-08-15,1113594
CUB,North America,2023-08-16,1113594
CUB,North America,2023-08-17,1113594
CUB,North America,2023-08-18,1113594
CUB,North America,2023-08-19,1113594
CUB,North America,2023-08-20,1113594
CUB,North America,2023-08-21,1113594
CUB,North America,2023-08-22,1113594
CUB,North America,2023-08-23,1113594
CUB,North America,2023-08-24,1113594
CUB,North America,2023-08-25,1113594
CUB,North America,2023-08-26,1113594
CUB,North America,2023-08-27,1113594
CUB,North America,2023-08-28,1113594
CUB,North America,2023-08-29,1113594
CUB,North America,2023-08-30,1113594
CUB,North America,2023-08-31,1113594
CUB,North America,2023-09-01,1113594
CUB,North America,2023-09-02,1113594
CUB,North America,2023-09-03,1113594
CUB,North America,2023-09-04,1113594
CUB,North America,2023-09-05,1113594
CUB,North America,2023-09-06,1113594
CUB,North America,2023-09-07,1113594
CUB,North America,2023-09-08,1113594
CUB,North America,2023-09-09,1113594
CUB,North America,2023-09-10,1113594
CUB,North America,2023-09-11,1113594
CUB,North America,2023-09-12,1113594
CUB,North America,2023-09-13,1113594
CUB,North America,2023-09-14,1113594
CUB,North America,2023-09-15,1113594
CUB,North America,2023-09-16,1113594
CUB,North America,2023-09-17,1113594
CUB,North America,2023-09-18,1113594
CUB,North America,2023-09-19,1113594
CUB,North America,2023-09-20,1113594
CUB,North America,2023-09-21,1113594
CUB,North America,2023-09-22,1113594
CUB,North America,2023-09-23,1113594
CUB,North America,2023-09-24,1113594
CUB,North America,2023-09-25,1113594
CUB,North America,2023-09-26,1113594
CUB,North America,2023-09-27,1113594
CUB,North America,2023-09-28,1113594
CUB,North America,2023-09-29,1113594
CUB,North America,2023-09-30,1113594
CUB,North America,2023-10-01,1113594
CUB,North America,2023-10-02,1113594
CUB,North America,2023-10-03,1113594
CUB,North America,2023-10-04,1113594
CUB,North America,2023-10-05,1113594
CUB,North America,2023-10-06,1113594
CUB,North America,2023-10-07,1113594
CUB,North America,2023-10-08,1113594
CUB,North America,2023-10-09,1113594
CUB,North America,2023-10-10,1113594
CUB,North America,2023-10-11,1113594
CUB,North America,2023-10-12,1113594
CUB,North America,2023-10-13,1113594
CUB,North America,2023-10-14,1113594
CUB,North America,2023-10-15,1113594
CUB,North America,2023-10-16,1113594
CUB,North America,2023-10-17,1113594
CUB,North America,2023-10-18,1113594
CUB,North America,2023-10-19,1113594
CUB,North America,2023-10-20,1113594
CUB,North America,2023-10-21,1113594
CUB,North America,2023-10-22,1113594
CUB,North America,2023-10-23,1113594
CUB,North America,2023-10-24,1113594
CUB,North America,2023-10-25,1113594
CUB,North America,2023-10-26,1113594
CUB,North America,2023-10-27,1113594
CUB,North America,2023-10-28,1113594
CUB,North America,2023-10-29,1113594
CUB,North America,2023-10-30,1113594
CUB,North America,2023-10-31,1113594
CUB,North America,2023-11-01,1113594
CUB,North America,2023-11-02,1113594
CUB,North America,2023-11-03,1113594
CUB,North America,2023-11-04,1113594
CUB,North America,2023-11-05,1113594
CUB,North America,2023-11-06,1113594
CUB,North America,2023-11-07,1113594
CUB,North America,2023-11-08,1113594
CUB,North America,2023-11-09,1113594
CUB,North America,2023-11-10,1113594
CUB,North America,2023-11-11,1113594
CUB,North America,2023-11-12,1113594
CUB,North America,2023-11-13,1113594
CUB,North America,2023-11-14,1113594
CUB,North America,2023-11-15,1113594
CUB,North America,2023-11-16,1113594
CUB,North America,2023-11-17,1113594
CUB,North America,2023-11-18,1113594
CUB,North America,2023-11-19,1113594
CUB,North America,2023-11-20,1113594
CUB,North America,2023-11-21,1113594
CUB,North America,2023-11-22,1113594
CUB,North America,2023-11-23,1113594
CUB,North America,2023-11-24,1113594
CUB,North America,2023-11-25,1113594
CUB,North America,2023-11-26,1113594
CUB,North America,2023-11-27,1113594
CUB,North America,2023-11-28,1113594
CUB,North America,2023-11-29,1113594
CUB,North America,2023-11-30,1113594
CUB,North America,2023-12-01,1113594
CUB,North America,2023-12-02,1113594
CUB,North America,2023-12-03,1113594
CUB,North America,2023-12-04,1113594
CUB,North America,2023-12-05,1113594
CUB,North America,2023-12-06,1113594
CUB,North America,2023-12-07,1113594
CUB,North America,2023-12-08,1113594
CUB,North America,2023-12-09,1113594
CUB,North America,2023-12-10,1113594
CUB,North America,2023-12-11,1113594
CUB,North America,2023-12-12,1113594
CUB,North America,2023-12-13,1113594
CUB,North America,2023-12-14,1113594
CUB,North America,2023-12-15,1113594
CUB,North America,2023-12-16,1113594
CUB,North America,2023-12-17,1113594
CUB,North America,2023-12-18,1113594
CUB,North America,2023-12-19,1113594
CUB,North America,2023-12-20,1113594
CUB,North America,2023-12-21,1113594
CUB,North America,2023-12-22,1113594
CUB,North America,2023-12-23,1113594
CUB,North America,2023-12-24,1113594
CUB,North America,2023-12-25,1113594
CUB,North America,2023-12-26,1113594
CUB,North America,2023-12-27,1113594
CUB,North America,2023-12-28,1113594
CUB,North America,2023-12-29,1113594
CUB,North America,2023-12-30,1113594
CUB,North America,2023-12-31,1113594
CUB,North America,2024-01-01,1113594
CUB,North America,2024-01-02,1113594
CUB,North America,2024-01-03,1113594
CUB,North America,2024-01-04,1113594
CUB,North America,2024-01-05,1113594
CUB,North America,2024-01-06,1113594
CUB,North America,2024-01-07,1113597
CUB,North America,2024-01-08,1113597
CUB,North America,2024-01-09,1113597
CUB,North America,2024-01-10,1113597
CUB,North America,2024-01-11,1113597
CUB,North America,2024-01-12,1113597
CUB,North America,2024-01-13,1113597
CUB,North America,2024-01-14,1113601
CUB,North America,2024-01-15,1113601
CUB,North America,2024-01-16,1113601
CUB,North America,2024-01-17,1113601
CUB,North America,2024-01-18,1113601
CUB,North America,2024-01-19,1113601
CUB,North America,2024-01-20,1113601
CUB,North America,2024-01-21,1113613
CUB,North America,2024-01-22,1113613
CUB,North America,2024-01-23,1113613
CUB,North America,2024-01-24,1113613
CUB,North America,2024-01-25,1113613
CUB,North America,2024-01-26,1113613
CUB,North America,2024-01-27,1113613
CUB,North America,2024-01-28,1113621
CUB,North America,2024-01-29,1113621
CUB,North America,2024-01-30,1113621
CUB,North America,2024-01-31,1113621
CUB,North America,2024-02-01,1113621
CUB,North America,2024-02-02,1113621
CUB,North America,2024-02-03,1113621
CUB,North America,2024-02-04,1113634
CUB,North America,2024-02-05,1113634
CUB,North America,2024-02-06,1113634
CUB,North America,2024-02-07,1113634
CUB,North America,2024-02-08,1113634
CUB,North America,2024-02-09,1113634
CUB,North America,2024-02-10,1113634
CUB,North America,2024-02-11,1113646
CUB,North America,2024-02-12,1113646
CUB,North America,2024-02-13,1113646
CUB,North America,2024-02-14,1113646
CUB,North America,2024-02-15,1113646
CUB,North America,2024-02-16,1113646
CUB,North America,2024-02-17,1113646
CUB,North America,2024-02-18,1113648
CUB,North America,2024-02-19,1113648
CUB,North America,2024-02-20,1113648
CUB,North America,2024-02-21,1113648
CUB,North America,2024-02-22,1113648
CUB,North America,2024-02-23,1113648
CUB,North America,2024-02-24,1113648
CUB,North America,2024-02-25,1113654
CUB,North America,2024-02-26,1113654
CUB,North America,2024-02-27,1113654
CUB,North America,2024-02-28,1113654
CUB,North America,2024-02-29,1113654
CUB,North America,2024-03-01,1113654
CUB,North America,2024-03-02,1113654
CUB,North America,2024-03-03,1113657
CUB,North America,2024-03-04,1113657
CUB,North America,2024-03-05,1113657
CUB,North America,2024-03-06,1113657
CUB,North America,2024-03-07,1113657
CUB,North America,2024-03-08,1113657
CUB,North America,2024-03-09,1113657
CUB,North America,2024-03-10,1113658
CUB,North America,2024-03-11,1113658
CUB,North America,2024-03-12,1113658
CUB,North America,2024-03-13,1113658
CUB,North America,2024-03-14,1113658
CUB,North America,2024-03-15,1113658
CUB,North America,2024-03-16,1113658
CUB,North America,2024-03-17,1113659
CUB,North America,2024-03-18,1113659
CUB,North America,2024-03-19,1113659
CUB,North America,2024-03-20,1113659
CUB,North America,2024-03-21,1113659
CUB,North America,2024-03-22,1113659
CUB,North America,2024-03-23,1113659
CUB,North America,2024-03-24,1113660
CUB,North America,2024-03-25,1113660
CUB,North America,2024-03-26,1113660
CUB,North America,2024-03-27,1113660
CUB,North America,2024-03-28,1113660
CUB,North America,2024-03-29,1113660
CUB,North America,2024-03-30,1113660
CUB,North America,2024-03-31,1113662
CUB,North America,2024-04-01,1113662
CUB,North America,2024-04-02,1113662
CUB,North America,2024-04-03,1113662
CUB,North America,2024-04-04,1113662
CUB,North America,2024-04-05,1113662
CUB,North America,2024-04-06,1113662
CUB,North America,2024-04-07,1113662
CUB,North America,2024-04-08,1113662
CUB,North America,2024-04-09,1113662
CUB,North America,2024-04-10,1113662
CUB,North America,2024-04-11,1113662
CUB,North America,2024-04-12,1113662
CUB,North America,2024-04-13,1113662
CUB,North America,2024-04-14,1113662
CUB,North America,2024-04-15,1113662
CUB,North America,2024-04-16,1113662
CUB,North America,2024-04-17,1113662
CUB,North America,2024-04-18,1113662
CUB,North America,2024-04-19,1113662
CUB,North America,2024-04-20,1113662
CUB,North America,2024-04-21,1113662
CUB,North America,2024-04-22,1113662
CUB,North America,2024-04-23,1113662
CUB,North America,2024-04-24,1113662
CUB,North America,2024-04-25,1113662
CUB,North America,2024-04-26,1113662
CUB,North America,2024-04-27,1113662
CUB,North America,2024-04-28,1113662
CUB,North America,2024-04-29,1113662
CUB,North America,2024-04-30,1113662
CUB,North America,2024-05-01,1113662
CUB,North America,2024-05-02,1113662
CUB,North America,2024-05-03,1113662
CUB,North America,2024-05-04,1113662
CUB,North America,2024-05-05,1113662
CUB,North America,2024-05-06,1113662
CUB,North America,2024-05-07,1113662
CUB,North America,2024-05-08,1113662
CUB,North America,2024-05-09,1113662
CUB,North America,2024-05-10,1113662
CUB,North America,2024-05-11,1113662
CUB,North America,2024-05-12,1113662
CUB,North America,2024-05-13,1113662
CUB,North America,2024-05-14,1113662
CUB,North America,2024-05-15,1113662
CUB,North America,2024-05-16,1113662
CUB,North America,2024-05-17,1113662
CUB,North America,2024-05-18,1113662
CUB,North America,2024-05-19,1113662
CUB,North America,2024-05-20,1113662
CUB,North America,2024-05-21,1113662
CUB,North America,2024-05-22,1113662
CUB,North America,2024-05-23,1113662
CUB,North America,2024-05-24,1113662
CUB,North America,2024-05-25,1113662
CUB,North America,2024-05-26,1113662
CUB,North America,2024-05-27,1113662
CUB,North America,2024-05-28,1113662
CUB,North America,2024-05-29,1113662
CUB,North America,2024-05-30,1113662
CUB,North America,2024-05-31,1113662
CUB,North America,2024-06-01,1113662
CUB,North America,2024-06-02,1113662
CUB,North America,2024-06-03,1113662
CUB,North America,2024-06-04,1113662
CUB,North America,2024-06-05,1113662
CUB,North America,2024-06-06,1113662
CUB,North America,2024-06-07,1113662
CUB,North America,2024-06-08,1113662
CUB,North America,2024-06-09,1113662
CUB,North America,2024-06-10,1113662
CUB,North America,2024-06-11,1113662
CUB,North America,2024-06-12,1113662
CUB,North America,2024-06-13,1113662
CUB,North America,2024-06-14,1113662
CUB,North America,2024-06-15,1113662
CUB,North America,2024-06-16,1113662
CUB,North America,2024-06-17,1113662
CUB,North America,2024-06-18,1113662
CUB,North America,2024-06-19,1113662
CUB,North America,2024-06-20,1113662
CUB,North America,2024-06-21,1113662
CUB,North America,2024-06-22,1113662
CUB,North America,2024-06-23,1113662
CUB,North America,2024-06-24,1113662
CUB,North America,2024-06-25,1113662
CUB,North America,2024-06-26,1113662
CUB,North America,2024-06-27,1113662
CUB,North America,2024-06-28,1113662
CUB,North America,2024-06-29,1113662
CUB,North America,2024-06-30,1113662
CUB,North America,2024-07-01,1113662
CUB,North America,2024-07-02,1113662
CUB,North America,2024-07-03,1113662
CUB,North America,2024-07-04,1113662
CUB,North America,2024-07-05,1113662
CUB,North America,2024-07-06,1113662
CUB,North America,2024-07-07,1113662
CUB,North America,2024-07-08,1113662
CUB,North America,2024-07-09,1113662
CUB,North America,2024-07-10,1113662
CUB,North America,2024-07-11,1113662
CUB,North America,2024-07-12,1113662
CUB,North America,2024-07-13,1113662
CUB,North America,2024-07-14,1113662
CUB,North America,2024-07-15,1113662
CUB,North America,2024-07-16,1113662
CUB,North America,2024-07-17,1113662
CUB,North America,2024-07-18,1113662
CUB,North America,2024-07-19,1113662
CUB,North America,2024-07-20,1113662
CUB,North America,2024-07-21,1113662
CUB,North America,2024-07-22,1113662
CUB,North America,2024-07-23,1113662
CUB,North America,2024-07-24,1113662
CUB,North America,2024-07-25,1113662
CUB,North America,2024-07-26,1113662
CUB,North America,2024-07-27,1113662
CUB,North America,2024-07-28,1113662
CUB,North America,2024-07-29,1113662
CUB,North America,2024-07-30,1113662
CUB,North America,2024-07-31,1113662
CUB,North America,2024-08-01,1113662
CUB,North America,2024-08-02,1113662
CUB,North America,2024-08-03,1113662
CUB,North America,2024-08-04,1113662
CUW,North America,2020-01-05,0
CUW,North America,2020-01-06,0
CUW,North America,2020-01-07,0
CUW,North America,2020-01-08,0
CUW,North America,2020-01-09,0
CUW,North America,2020-01-10,0
CUW,North America,2020-01-11,0
CUW,North America,2020-01-12,0
CUW,North America,2020-01-13,0
CUW,North America,2020-01-14,0
CUW,North America,2020-01-15,0
CUW,North America,2020-01-16,0
CUW,North America,2020-01-17,0
CUW,North America,2020-01-18,0
CUW,North America,2020-01-19,0
CUW,North America,2020-01-20,0
CUW,North America,2020-01-21,0
CUW,North America,2020-01-22,0
CUW,North America,2020-01-23,0
CUW,North America,2020-01-24,0
CUW,North America,2020-01-25,0
CUW,North America,2020-01-26,0
CUW,North America,2020-01-27,0
CUW,North America,2020-01-28,0
CUW,North America,2020-01-29,0
CUW,North America,2020-01-30,0
CUW,North America,2020-01-31,0
CUW,North America,2020-02-01,0
CUW,North America,2020-02-02,0
CUW,North America,2020-02-03,0
CUW,North America,2020-02-04,0
CUW,North America,2020-02-05,0
CUW,North America,2020-02-06,0
CUW,North America,2020-02-07,0
CUW,North America,2020-02-08,0
CUW,North America,2020-02-09,0
CUW,North America,2020-02-10,0
CUW,North America,2020-02-11,0
CUW,North America,2020-02-12,0
CUW,North America,2020-02-13,0
CUW,North America,2020-02-14,0
CUW,North America,2020-02-15,0
CUW,North America,2020-02-16,0
CUW,North America,2020-02-17,0
CUW,North America,2020-02-18,0
CUW,North America,2020-02-19,0
CUW,North America,2020-02-20,0
CUW,North America,2020-02-21,0
CUW,North America,2020-02-22,0
CUW,North America,2020-02-23,0
CUW,North America,2020-02-24,0
