Rowid,Timestamp,Anonymized_Vehicle_Number,Vehicle_Type
2871,2021-08-17 03:20:45,2211603,van
2872,2021-07-29 13:36:38,1605620,car
2873,2021-08-16 23:39:54,5425988,car
2874,2021-08-20 15:02:07,267009,van
2875,2021-08-07 15:21:16,8487780,car
2876,2021-08-12 10:05:20,1376788,car
2877,2021-08-21 21:13:00,8486928,car
2878,2021-08-17 07:04:33,831732,car
2879,2021-08-08 20:23:43,1878798,car
2880,2021-08-10 02:15:23,2200855,car
2881,2021-08-16 03:18:12,7261898,truck
2882,2021-08-09 01:36:45,2156552,car
2883,2021-08-11 18:32:09,7787489,car
2884,2021-08-05 11:06:22,273188,car
2885,2021-07-31 09:16:01,9730773,car
2886,2021-08-21 14:48:41,9280057,truck
2887,2021-08-18 04:06:47,9759910,car
2888,2021-08-12 18:47:04,3109388,car
2889,2021-08-09 10:52:53,687719,van
2890,2021-08-01 03:58:39,2868207,car
2891,2021-07-31 00:24:00,3843033,van
2892,2021-08-15 03:47:08,3999326,car
2893,2021-08-07 06:53:35,3752633,car
2894,2021-08-15 17:06:54,5999828,car
2895,2021-08-08 00:34:08,3628767,car
2896,2021-07-29 14:13:00,5838867,car
2897,2021-08-20 22:57:29,669022,truck
2898,2021-08-06 19:53:04,3461467,car
2899,2021-08-09 02:17:10,1720666,truck
2900,2021-08-11 21:37:00,7401182,car
2901,2021-08-14 12:25:49,5255067,car
2902,2021-08-11 15:01:42,3305060,car
2903,2021-08-07 11:12:16,929460,car
2904,2021-08-16 16:37:28,3546229,car
2905,2021-08-08 22:30:45,6217377,car
2906,2021-08-01 11:22:12,6919079,car
2907,2021-08-01 09:23:54,8627108,car
2908,2021-08-10 20:12:38,5626312,car
2909,2021-08-21 01:02:29,9106993,car
2910,2021-08-03 12:31:33,9672787,car
2911,2021-08-07 22:45:08,224884,van
2912,2021-08-11 00:16:13,5241020,van
2913,2021-08-11 19:45:27,781918,car
2914,2021-08-07 18:17:42,9713755,car
2915,2021-08-16 13:00:31,5170251,car
2916,2021-08-06 21:57:24,357895,car
2917,2021-08-22 12:23:55,8292026,van
2918,2021-08-08 19:06:40,6811083,car
2919,2021-08-06 20:44:08,6131327,van
2920,2021-08-14 10:17:52,5008679,truck
2921,2021-08-11 06:49:25,4848191,truck
2922,2021-08-06 01:04:34,791157,car
2923,2021-07-31 01:11:48,3501067,truck
2924,2021-08-04 04:06:20,2571468,truck
2925,2021-08-14 14:45:34,4881293,car
2926,2021-08-19 02:30:09,3729824,car
2927,2021-08-10 23:32:10,8780569,car
2928,2021-08-10 23:51:09,5122968,car
2929,2021-08-05 13:35:34,9291683,car
2930,2021-08-21 02:30:56,6287933,car
2931,2021-08-22 17:05:06,208607,truck
2932,2021-08-18 21:13:00,5301333,car
2933,2021-07-30 11:34:03,8728781,car
2934,2021-08-13 05:17:39,550414,car
2935,2021-08-13 02:53:31,8386973,truck
2936,2021-08-11 08:47:22,3983559,car
2937,2021-07-31 13:04:53,4058953,car
2938,2021-08-06 14:14:26,1464111,van
2939,2021-08-12 12:48:35,3346180,car
2940,2021-08-19 01:17:17,5726688,car
2941,2021-08-15 01:55:09,8794304,truck
2942,2021-08-03 09:23:09,7154268,truck
2943,2021-08-14 12:14:17,8920300,truck
2944,2021-07-29 18:57:44,4485145,car
2945,2021-08-18 15:40:40,2070638,car
2946,2021-08-11 15:48:19,3213191,car
2947,2021-07-29 20:40:24,6009553,car
2948,2021-08-11 17:56:05,4525550,truck
2949,2021-08-04 12:30:44,6122862,truck
2950,2021-08-14 12:45:25,3238284,car
2951,2021-07-31 11:49:20,7691955,car
2952,2021-07-31 14:50:44,263539,car
2953,2021-08-12 11:22:04,6581057,car
2954,2021-08-04 00:58:27,6992288,car
2955,2021-08-16 09:54:53,1178799,car
2956,2021-08-13 03:32:53,9827902,van
2957,2021-08-06 17:45:52,9208164,car
2958,2021-08-13 15:02:32,3660284,car
2959,2021-08-15 01:51:01,4168284,van
2960,2021-08-11 17:11:06,8870705,car
2961,2021-08-05 07:21:35,9713526,car
2962,2021-08-07 09:44:45,4580178,car
2963,2021-07-31 07:46:24,2266444,car
2964,2021-07-29 14:34:34,1920617,car
2965,2021-08-15 01:12:34,9592860,car
2966,2021-08-22 04:43:08,978706,truck
2967,2021-08-11 19:02:38,4433962,car
2968,2021-08-22 01:06:50,5280547,car
2969,2021-08-21 00:32:31,9608324,car
2970,2021-08-10 15:59:28,7407420,car
2971,2021-08-20 08:54:20,6935853,car
2972,2021-08-05 10:26:07,827626,truck
2973,2021-08-03 09:42:07,1380070,van
2974,2021-08-01 13:30:36,4105360,car
2975,2021-08-11 21:54:20,7640348,car
2976,2021-07-31 15:08:49,3451272,car
2977,2021-08-21 17:19:38,6610643,car
2978,2021-08-14 07:25:54,4778919,car
2979,2021-08-04 20:25:42,8983354,car
2980,2021-08-14 12:35:48,1654079,car
2981,2021-08-20 10:08:39,4832452,car
2982,2021-08-01 19:15:30,5053890,car
2983,2021-08-09 23:48:25,7224391,car
2984,2021-08-06 05:04:53,4243256,car
2985,2021-08-07 02:14:20,3761184,car
2986,2021-08-02 20:03:41,4147615,car
2987,2021-08-10 14:54:00,9499316,truck
2988,2021-08-01 07:14:43,8008301,car
2989,2021-08-04 15:46:50,8118452,truck
2990,2021-08-09 23:04:04,5740854,car
2991,2021-08-05 19:10:07,908982,car
2992,2021-07-31 08:03:07,1616597,truck
2993,2021-08-05 02:54:05,671310,car
2994,2021-08-11 07:50:03,1225326,truck
2995,2021-08-04 03:56:22,7807921,van
2996,2021-08-08 05:33:45,7259326,car
2997,2021-07-29 11:41:52,7802776,car
2998,2021-08-05 12:55:54,6603295,truck
2999,2021-08-12 22:52:02,9926082,car
3000,2021-08-13 00:52:39,7933728,car
3001,2021-08-07 00:12:41,9029580,car
3002,2021-08-10 01:41:37,295539,car
3003,2021-08-12 10:08:40,480396,car
3004,2021-08-04 12:06:45,5857166,car
3005,2021-08-01 02:06:01,3116688,truck
3006,2021-08-21 19:49:06,8403299,car
3007,2021-07-30 22:45:53,7621099,car
3008,2021-08-06 23:39:35,4856438,van
3009,2021-08-20 10:33:23,2468442,car
3010,2021-08-15 14:27:05,5027932,car
3011,2021-08-07 15:26:19,216964,van
3012,2021-08-05 10:50:44,935411,van
3013,2021-08-06 23:56:02,2463408,car
3014,2021-08-08 01:44:42,5366494,car
3015,2021-08-14 14:04:06,4289120,truck
3016,2021-08-16 13:16:46,6163135,van
3017,2021-08-15 17:56:26,334540,truck
3018,2021-08-04 21:24:33,1645675,truck
3019,2021-08-22 11:24:47,6448838,car
3020,2021-08-04 21:11:40,4448071,car
3021,2021-08-15 03:20:08,3949985,truck
3022,2021-08-01 17:48:12,6505241,truck
3023,2021-08-20 18:02:36,7654878,truck
3024,2021-07-29 14:36:31,5072147,truck
3025,2021-08-11 19:16:25,7737222,van
3026,2021-08-17 12:33:12,5361438,van
3027,2021-08-19 08:01:19,7624778,car
3028,2021-07-31 04:19:51,8032554,truck
3029,2021-08-21 06:06:50,3631537,car
3030,2021-08-07 23:34:08,6574052,car
3031,2021-08-03 04:15:20,6596226,truck
3032,2021-08-02 00:59:37,318095,van
3033,2021-08-15 11:19:30,4308097,car
3034,2021-08-18 05:31:20,5461764,car
3035,2021-08-21 02:00:12,2312712,car
3036,2021-08-19 09:59:57,2785288,car
3037,2021-08-21 04:11:03,8407578,car
3038,2021-08-07 19:06:47,9414721,car
3039,2021-08-17 13:50:30,6033424,truck
3040,2021-08-22 15:22:15,8818274,truck
3041,2021-08-11 17:53:15,7768864,car
3042,2021-08-05 12:52:06,9385039,car
3043,2021-08-13 11:58:09,9968412,car
3044,2021-08-04 08:25:20,4924971,car
3045,2021-08-17 18:47:08,6109450,van
3046,2021-08-21 11:37:43,6359578,car
3047,2021-08-15 01:47:21,3516169,car
3048,2021-08-16 22:52:18,6775371,car
3049,2021-07-31 11:11:27,6027952,car
3050,2021-08-16 05:59:36,7434849,car
3051,2021-08-01 22:16:49,3078381,car
3052,2021-08-03 06:15:18,999203,van
3053,2021-08-12 13:21:22,5619071,car
3054,2021-08-21 06:26:13,495039,car
3055,2021-08-10 22:24:18,2050637,car
3056,2021-08-12 13:34:35,4263435,car
3057,2021-08-03 09:37:51,5464338,car
3058,2021-08-19 14:50:22,4232451,van
3059,2021-08-19 22:26:30,7216285,van
3060,2021-08-20 10:18:58,8531251,car
3061,2021-08-05 20:56:40,2499797,car
3062,2021-08-06 18:22:58,7581059,car
3063,2021-08-07 09:42:41,4709315,truck
3064,2021-08-04 01:18:11,2934889,car
3065,2021-08-21 13:20:20,3199953,car
3066,2021-08-03 18:23:50,9787963,truck
3067,2021-08-12 13:17:52,3757104,car
3068,2021-08-16 09:28:47,7672316,car
3069,2021-08-19 02:08:49,8103565,van
3070,2021-08-13 13:38:30,3883896,truck
3071,2021-08-15 02:16:01,7508791,truck
3072,2021-08-17 11:28:30,7510715,truck
3073,2021-08-07 05:14:58,9033437,car
3074,2021-07-31 10:04:45,1772699,truck
3075,2021-08-18 12:26:21,3219221,truck
3076,2021-08-01 01:31:20,2135279,truck
3077,2021-08-18 21:15:06,5196650,car
3078,2021-08-10 23:35:16,6079717,car
3079,2021-08-20 18:32:19,7545484,car
3080,2021-08-09 22:19:30,457434,car
3081,2021-08-01 15:41:47,7725449,van
3082,2021-08-21 14:20:24,6479022,car
3083,2021-08-03 18:07:48,1837708,van
3084,2021-08-11 01:13:40,7934288,van
3085,2021-08-04 22:31:02,9305794,car
3086,2021-08-19 08:14:48,7833901,car
3087,2021-08-07 09:18:30,9881360,car
3088,2021-08-14 02:52:08,7903911,van
3089,2021-08-07 09:15:23,4567158,car
3090,2021-08-12 08:00:25,9360204,van
3091,2021-08-12 02:57:59,6154918,car
3092,2021-08-07 18:34:17,9101905,car
3093,2021-08-01 19:55:21,8997094,truck
3094,2021-08-22 01:37:49,5710731,car
3095,2021-08-12 21:43:25,9164359,van
3096,2021-08-13 04:44:19,1801431,car
3097,2021-08-15 04:50:44,1044809,car
3098,2021-08-18 14:22:48,8248291,truck
3099,2021-08-06 23:57:48,7637098,car
3100,2021-08-15 22:09:27,19393,truck
3101,2021-08-02 08:58:11,518470,car
3102,2021-08-06 18:34:33,7353243,truck
3103,2021-08-22 00:18:55,8029245,car
3104,2021-08-03 04:33:31,5531082,truck
3105,2021-08-08 15:42:02,2966322,car
3106,2021-07-30 08:15:27,1559026,truck
3107,2021-07-30 22:51:42,1447610,car
3108,2021-08-06 00:46:18,5027752,car
3109,2021-08-01 23:16:34,8436044,truck
3110,2021-08-06 03:06:37,4514250,truck
3111,2021-08-21 05:42:25,2528514,truck
3112,2021-08-18 22:38:31,794611,car
3113,2021-08-11 08:06:58,73706,car
3114,2021-08-13 09:10:09,3076322,car
3115,2021-08-20 21:14:02,2969173,van
3116,2021-08-11 02:50:47,6102581,car
3117,2021-08-08 17:03:35,8344068,car
3118,2021-08-16 02:19:25,4590356,car
3119,2021-08-21 12:28:14,6702632,car
3120,2021-08-07 04:47:51,3184313,car
3121,2021-08-16 20:06:03,951197,truck
3122,2021-08-20 14:43:13,8219853,truck
3123,2021-08-09 15:45:38,8944617,van
3124,2021-08-12 05:22:18,8329543,car
3125,2021-08-08 15:04:31,2442832,car
3126,2021-08-07 21:55:16,7383068,car
3127,2021-08-21 12:22:18,2409400,car
3128,2021-08-19 18:00:02,1181842,car
3129,2021-08-10 19:58:22,7023411,truck
3130,2021-08-03 19:12:19,8057643,truck
3131,2021-08-03 17:16:41,8479441,car
3132,2021-08-13 12:42:04,519983,truck
3133,2021-08-13 11:35:57,5965028,car
3134,2021-08-16 01:03:52,3709155,van
3135,2021-08-17 04:27:51,1515207,car
3136,2021-08-17 08:02:11,2357578,truck
3137,2021-08-13 05:14:48,3944350,truck
3138,2021-08-12 13:25:54,7142607,car
3139,2021-08-21 13:43:15,9501854,truck
3140,2021-08-13 17:59:53,3339331,truck
3141,2021-08-12 20:49:02,7331095,car
3142,2021-08-10 12:46:39,6882552,truck
3143,2021-08-14 18:03:58,1261016,truck
3144,2021-08-20 03:59:59,803464,car
3145,2021-08-18 06:12:59,4403090,car
3146,2021-07-30 06:50:13,9007349,car
3147,2021-08-13 04:12:39,439195,car
3148,2021-08-07 13:17:34,7893073,car
3149,2021-08-12 05:21:59,3100934,car
3150,2021-08-09 22:50:50,1978119,car
3151,2021-08-08 10:18:13,5761399,car
3152,2021-08-09 02:56:48,3556508,truck
3153,2021-08-04 21:45:04,7637207,car
3154,2021-08-12 03:28:48,1408233,truck
3155,2021-08-04 05:49:17,4143385,car
3156,2021-08-05 10:42:26,3790964,truck
3157,2021-08-09 20:11:18,8597890,car
3158,2021-08-01 12:06:18,7633856,car
3159,2021-08-14 23:31:25,122217,car
3160,2021-08-06 20:41:24,8416078,car
3161,2021-08-21 18:31:54,9582400,truck
3162,2021-07-31 04:26:51,1991644,car
3163,2021-08-07 14:30:39,5535407,car
3164,2021-08-21 21:27:07,9214120,truck
3165,2021-08-20 05:01:30,3228593,car
3166,2021-08-12 12:55:05,4030362,car
3167,2021-08-19 04:56:07,4332825,van
3168,2021-08-19 19:42:57,4478049,car
3169,2021-08-04 18:58:49,7683166,car
3170,2021-08-20 16:06:52,9035191,truck
3171,2021-08-13 01:55:54,4415551,car
3172,2021-08-08 22:51:46,7797672,truck
3173,2021-07-29 17:44:23,2421924,car
3174,2021-08-02 20:06:49,5557461,truck
3175,2021-08-17 22:18:17,2135787,car
3176,2021-08-06 02:23:21,4069553,truck
3177,2021-08-13 20:09:28,2286621,van
3178,2021-08-17 06:54:24,2881592,car
3179,2021-08-09 03:51:13,9474831,car
3180,2021-08-12 13:34:57,305540,car
3181,2021-08-18 08:31:42,9394144,car
3182,2021-07-29 16:14:54,694045,truck
3183,2021-08-13 12:52:30,3586328,car
3184,2021-07-29 15:03:03,6793745,car
3185,2021-08-11 18:38:58,9492022,car
3186,2021-07-31 06:06:36,3918499,car
3187,2021-08-16 22:37:41,1327402,car
3188,2021-08-04 16:56:03,8201680,car
3189,2021-08-09 09:25:39,7410856,car
3190,2021-08-20 23:02:03,7838417,car
3191,2021-08-03 18:34:13,9364796,car
3192,2021-08-15 17:55:06,8245402,car
3193,2021-08-09 03:42:56,7665780,car
3194,2021-08-09 05:11:37,8480426,car
3195,2021-08-09 10:13:54,4600383,car
3196,2021-08-09 18:06:55,6493182,truck
3197,2021-08-16 20:35:27,1024927,car
3198,2021-08-11 15:55:28,5134425,car
3199,2021-08-07 14:47:34,6148109,car
3200,2021-08-09 19:25:56,1651021,truck
3201,2021-08-06 04:29:14,2618224,truck
3202,2021-08-15 02:22:23,1460976,car
3203,2021-08-17 11:00:45,1822036,truck
3204,2021-08-10 18:48:12,8271031,car
3205,2021-08-17 08:14:20,6604804,car
3206,2021-07-30 03:24:01,916395,truck
3207,2021-08-06 12:15:43,4805945,car
3208,2021-08-18 03:13:11,9611712,truck
3209,2021-08-04 01:38:04,7480815,car
3210,2021-08-06 08:46:27,2643233,car
3211,2021-08-18 16:09:10,316278,car
3212,2021-08-18 06:35:58,7540333,van
3213,2021-08-10 08:51:28,2199856,car
3214,2021-08-21 04:25:15,3305297,car
3215,2021-08-21 19:46:02,1375935,truck
3216,2021-08-07 01:16:25,8244580,car
3217,2021-08-10 19:35:41,777996,car
3218,2021-08-13 05:22:47,540690,truck
3219,2021-08-16 15:56:11,9729810,car
3220,2021-08-18 04:11:44,5964671,van
3221,2021-08-12 12:53:33,322145,car
3222,2021-08-21 00:30:56,4242058,car
3223,2021-08-13 02:07:54,6439407,car
3224,2021-08-13 16:44:41,7007462,car
3225,2021-08-04 12:18:07,8872505,car
3226,2021-08-09 18:03:54,9764823,car
3227,2021-08-20 08:25:11,4341120,van
3228,2021-08-11 21:20:25,3172405,truck
3229,2021-08-21 07:31:41,212263,car
3230,2021-08-18 04:36:21,8996786,car
3231,2021-08-10 15:41:42,6708192,truck
3232,2021-08-19 02:14:32,6975550,car
3233,2021-08-13 14:31:34,21599,car
3234,2021-08-13 16:28:18,5978197,van
3235,2021-07-30 02:47:23,5518856,car
3236,2021-08-22 17:48:04,4601051,car
3237,2021-08-03 17:45:30,5835815,car
3238,2021-08-12 01:32:00,5774907,car
3239,2021-08-16 08:49:21,6459060,car
3240,2021-08-10 00:36:48,9736767,truck
3241,2021-08-20 09:29:12,5771753,car
3242,2021-08-22 09:28:12,1088739,car
3243,2021-08-12 09:50:41,4233484,car
3244,2021-08-07 16:54:35,3496874,car
3245,2021-08-17 20:12:35,4236859,car
3246,2021-08-20 01:03:38,2044674,truck
3247,2021-07-30 11:53:50,6830879,truck
3248,2021-08-07 16:53:07,886810,truck
3249,2021-08-07 09:50:59,1107184,van
3250,2021-07-30 10:36:52,3638175,car
3251,2021-08-15 09:40:26,7646837,car
3252,2021-08-03 12:57:24,2653689,truck
3253,2021-07-31 15:02:31,5764055,car
3254,2021-08-15 16:33:58,5333660,car
3255,2021-08-05 20:42:30,2803151,car
3256,2021-08-10 01:04:14,8852660,car
3257,2021-08-07 04:30:42,5895184,car
3258,2021-08-11 12:39:46,9160777,car
3259,2021-08-11 23:10:08,9576980,van
3260,2021-08-07 22:12:17,1280093,car
3261,2021-08-10 18:46:17,3145038,truck
3262,2021-07-31 07:12:28,2615815,truck
3263,2021-08-10 18:46:29,1433262,truck
3264,2021-08-09 01:19:30,4160352,van
3265,2021-08-18 13:01:42,6814390,truck
3266,2021-08-16 01:13:29,3473418,car
3267,2021-08-09 20:39:00,2090771,truck
3268,2021-08-09 06:47:01,1024344,truck
3269,2021-08-15 21:15:18,3034792,car
3270,2021-08-21 05:39:08,2965898,car
3271,2021-08-01 14:31:10,1323596,car
3272,2021-08-07 00:24:41,2811221,car
3273,2021-08-05 11:59:55,6957035,car
3274,2021-08-22 14:08:13,8470082,car
3275,2021-08-02 13:08:55,8120361,car
3276,2021-08-08 09:38:26,3263308,car
3277,2021-08-12 08:57:18,151108,van
3278,2021-08-08 01:42:30,6814338,truck
3279,2021-08-17 12:10:26,8110764,car
3280,2021-08-01 17:38:20,1789528,car
3281,2021-08-14 22:58:46,9892839,car
3282,2021-08-17 12:27:24,3043208,car
3283,2021-08-13 08:03:06,1411285,car
3284,2021-08-02 08:42:01,5594504,van
3285,2021-08-16 23:58:23,328894,truck
3286,2021-08-21 08:13:46,183300,car
3287,2021-08-09 06:05:39,734652,car
3288,2021-08-10 18:04:50,354236,car
3289,2021-08-15 13:07:05,4881839,van
3290,2021-08-15 19:29:33,7075919,truck
3291,2021-08-19 09:45:24,8515574,truck
3292,2021-08-05 02:46:20,1584709,car
3293,2021-08-06 17:14:38,2582328,car
3294,2021-08-17 11:37:06,621146,truck
3295,2021-08-08 02:55:01,1593542,car
3296,2021-08-17 03:41:30,311448,van
3297,2021-08-09 15:18:43,7412529,car
3298,2021-08-04 03:16:39,5199467,van
3299,2021-08-04 09:56:11,2207398,car
3300,2021-08-20 05:59:13,5849738,van
3301,2021-08-15 10:10:01,3366630,car
3302,2021-07-30 03:22:27,8422052,truck
3303,2021-08-21 00:35:21,3369302,car
3304,2021-08-06 19:25:06,181580,car
3305,2021-08-06 13:37:06,859775,car
3306,2021-08-12 21:32:58,4275285,car
3307,2021-08-08 08:28:50,8736618,truck
3308,2021-08-13 00:09:22,4857404,car
3309,2021-07-29 12:21:44,118518,car
3310,2021-08-15 20:55:10,4459055,car
3311,2021-08-13 10:55:59,4535719,van
3312,2021-08-19 15:17:44,8923957,truck
3313,2021-08-22 14:40:24,7854105,van
3314,2021-08-08 23:39:56,7968045,van
3315,2021-08-08 02:03:00,6907553,truck
3316,2021-08-20 12:01:20,327097,car
3317,2021-08-01 01:05:43,3442346,truck
3318,2021-08-21 15:48:17,5716587,car
3319,2021-08-16 06:39:43,2765006,van
3320,2021-08-06 18:58:24,7439532,car
3321,2021-08-14 19:08:03,6645326,car
3322,2021-08-01 14:30:35,4397855,car
3323,2021-08-04 04:25:53,3386943,truck
3324,2021-08-04 06:49:30,6214851,car
3325,2021-08-21 23:18:39,9729860,truck
3326,2021-08-11 03:53:01,6110263,car
3327,2021-08-19 13:11:50,7039543,car
3328,2021-08-04 20:32:01,5715293,car
3329,2021-08-19 23:56:55,9846168,car
3330,2021-08-05 12:03:01,5156885,van
3331,2021-08-19 03:23:40,3498708,car
3332,2021-08-07 16:09:16,4821240,truck
3333,2021-08-03 14:55:36,8255122,truck
3334,2021-08-17 21:14:22,1207312,car
3335,2021-08-17 19:36:08,2684164,car
3336,2021-08-09 00:33:14,6621870,car
3337,2021-08-14 22:02:21,8520803,car
3338,2021-08-10 23:53:10,5095494,truck
3339,2021-08-10 11:57:43,8467048,truck
3340,2021-08-04 02:40:41,3671035,car
3341,2021-08-18 19:31:36,4140411,car
3342,2021-07-31 09:38:29,1781293,car
3343,2021-08-17 14:28:48,4446345,car
3344,2021-08-13 21:48:22,8828940,truck
3345,2021-08-09 07:43:52,1470077,car
3346,2021-08-21 06:00:00,7191909,car
3347,2021-08-12 16:05:57,4916213,car
3348,2021-07-31 08:34:28,5626002,truck
3349,2021-08-20 21:16:32,9264166,car
3350,2021-08-12 08:48:10,4512209,truck
3351,2021-08-03 12:33:27,5253401,truck
3352,2021-08-18 04:01:09,264652,car
3353,2021-08-11 18:11:24,9866891,car
3354,2021-08-01 19:16:27,8129917,car
3355,2021-08-10 12:49:18,2742978,car
3356,2021-07-31 13:26:58,3067242,car
3357,2021-08-17 12:17:16,1911751,car
3358,2021-08-21 02:52:53,815091,car
3359,2021-08-15 10:14:09,4594587,car
3360,2021-07-31 17:59:25,1548780,car
3361,2021-07-29 13:31:31,5879535,car
3362,2021-08-21 09:03:23,7855705,car
3363,2021-08-18 01:08:57,3479781,car
3364,2021-08-06 06:05:35,7867318,car
3365,2021-08-19 09:18:23,6514701,car
3366,2021-08-15 20:43:04,2407316,car
3367,2021-08-20 12:40:35,3155021,van
3368,2021-08-03 09:21:14,6514402,truck
3369,2021-08-16 02:12:58,7017381,car
3370,2021-07-31 15:55:22,3343203,car
3371,2021-08-04 10:27:23,2083056,car
3372,2021-08-03 20:29:09,1013642,van
3373,2021-08-02 23:01:50,6771820,car
3374,2021-08-14 22:13:18,3003756,van
3375,2021-08-13 17:50:16,2103626,car
3376,2021-08-07 13:58:15,6880730,truck
3377,2021-08-03 19:35:52,2584548,van
3378,2021-07-30 18:42:49,3540753,car
3379,2021-08-16 02:45:07,2263215,truck
3380,2021-08-12 09:10:28,5881600,car
3381,2021-07-30 23:45:22,5649371,truck
3382,2021-08-17 11:51:38,531592,car
3383,2021-08-17 05:30:10,5099099,truck
3384,2021-08-12 13:00:35,4948338,car
3385,2021-07-29 11:57:22,7768065,car
3386,2021-08-05 01:45:58,8085079,car
3387,2021-08-06 20:37:26,2717689,car
3388,2021-08-01 23:29:49,9080325,truck
3389,2021-08-10 09:04:29,6032564,truck
3390,2021-08-01 03:02:55,1604801,car
3391,2021-08-22 06:29:47,4776137,car
3392,2021-08-22 14:26:24,2879348,car
3393,2021-08-17 10:42:02,6687809,car
3394,2021-08-12 20:22:02,4635316,van
3395,2021-08-05 04:57:40,4412221,car
3396,2021-08-02 06:40:43,2571033,truck
3397,2021-08-07 01:57:44,1652155,truck
3398,2021-08-19 11:50:35,9644687,van
3399,2021-08-16 02:52:27,9778699,car
3400,2021-08-10 02:34:12,928258,truck
3401,2021-08-13 16:54:41,5428379,car
3402,2021-08-19 23:05:01,9039002,truck
3403,2021-08-16 08:19:18,8949184,car
3404,2021-08-06 09:53:17,516076,van
3405,2021-08-17 11:57:34,6387047,car
3406,2021-08-04 02:17:33,2481140,truck
3407,2021-08-05 00:44:51,3788831,car
3408,2021-07-31 03:24:19,2339528,truck
3409,2021-08-05 07:32:01,3408123,truck
3410,2021-08-01 17:19:32,9077161,car
3411,2021-08-12 02:11:59,1302784,car
3412,2021-08-22 04:05:33,9634672,car
3413,2021-08-01 05:39:02,4278845,truck
3414,2021-08-04 23:26:08,427346,car
3415,2021-08-14 17:20:53,8430592,van
3416,2021-07-29 15:43:16,5671183,car
3417,2021-08-20 14:39:17,3032437,truck
3418,2021-08-20 16:31:55,4953927,car
3419,2021-08-03 02:56:53,2810747,car
3420,2021-08-08 06:56:29,3738887,van
3421,2021-08-18 19:57:43,4669711,car
3422,2021-08-18 14:11:35,2377801,car
3423,2021-08-12 20:16:08,3005756,car
3424,2021-08-17 13:38:09,5593822,car
3425,2021-07-29 13:24:05,4153715,car
3426,2021-08-02 21:44:36,8428891,truck
3427,2021-08-18 23:34:21,2203614,truck
3428,2021-08-12 06:37:34,3404218,car
3429,2021-08-01 10:27:05,619715,truck
3430,2021-08-12 09:58:29,8319082,car
3431,2021-08-18 01:38:08,985316,car
3432,2021-08-04 23:51:28,6381528,van
3433,2021-07-29 12:16:41,1561164,van
3434,2021-08-03 06:07:54,3188290,car
3435,2021-08-15 14:42:34,552017,car
3436,2021-08-03 16:20:30,9131459,car
3437,2021-08-19 23:32:25,1930851,car
3438,2021-08-01 17:32:01,6469856,van
3439,2021-08-22 02:48:47,149030,car
3440,2021-08-21 23:34:10,1486334,truck
3441,2021-08-07 04:27:46,8550461,car
3442,2021-08-05 23:25:39,7394669,car
3443,2021-08-11 03:00:44,7938889,car
3444,2021-08-18 19:07:53,2064835,van
3445,2021-08-06 23:54:51,9185698,car
3446,2021-08-12 13:11:31,4137800,truck
3447,2021-08-15 18:04:39,6389832,car
3448,2021-08-22 11:13:53,3466164,car
3449,2021-08-15 03:33:13,7581808,van
3450,2021-08-22 10:37:35,2254054,car
3451,2021-08-10 19:58:00,6222457,car
3452,2021-08-18 05:42:46,4103692,car
3453,2021-08-04 11:13:00,5308816,car
3454,2021-08-12 11:13:08,8433594,car
3455,2021-08-03 19:03:59,6865305,car
3456,2021-08-18 10:11:47,9515813,truck
3457,2021-08-05 20:52:33,9726111,car
3458,2021-08-07 01:43:38,202521,van
3459,2021-07-30 08:44:17,3269039,truck
3460,2021-08-10 11:33:31,5954093,truck
3461,2021-08-03 08:38:16,9396542,truck
3462,2021-07-31 11:45:44,9886203,van
3463,2021-08-05 20:33:11,1576426,car
3464,2021-08-01 04:19:07,2011181,car
3465,2021-07-31 14:29:43,9796650,car
3466,2021-08-14 15:10:40,5789159,truck
3467,2021-08-16 17:12:39,2518092,truck
3468,2021-07-30 16:38:10,1122266,car
3469,2021-08-04 07:22:26,764667,car
3470,2021-07-30 02:45:59,7466637,car
3471,2021-08-01 17:10:57,4770112,car
3472,2021-08-03 07:15:53,821411,car
3473,2021-08-04 17:21:33,6437178,car
3474,2021-08-05 21:10:17,1977159,car
3475,2021-08-08 04:11:01,6007020,truck
3476,2021-08-22 13:58:30,5058159,car
3477,2021-08-01 19:26:19,8506366,car
3478,2021-08-11 14:03:22,911692,car
3479,2021-08-03 03:49:19,6654403,car
3480,2021-08-13 20:24:41,4505157,car
3481,2021-08-08 13:29:24,4711217,car
3482,2021-07-31 02:02:59,2401999,car
3483,2021-08-02 02:19:16,8036418,truck
3484,2021-08-17 16:10:56,1823417,car
3485,2021-08-02 01:09:20,8450189,car
3486,2021-08-06 09:28:22,1462997,truck
3487,2021-08-01 05:27:24,843625,truck
3488,2021-08-05 07:52:44,250611,car
3489,2021-08-20 19:31:14,3317668,car
3490,2021-08-06 09:23:44,3040707,van
3491,2021-08-02 13:04:01,5898373,truck
3492,2021-08-13 20:19:18,7840931,car
3493,2021-08-02 12:17:12,8291069,truck
3494,2021-08-18 04:22:31,8498850,car
3495,2021-08-10 03:32:54,6414720,car
3496,2021-08-11 10:58:16,7996950,truck
3497,2021-08-06 01:46:04,6431663,car
3498,2021-08-18 16:36:25,9875734,van
3499,2021-08-16 23:22:08,2448613,car
3500,2021-08-05 23:57:09,9125739,car
3501,2021-08-16 17:36:49,1322896,car
